시군명,시설구분명,공사립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
시흥시,어린이집,가정,무지개스쿨어린이집,031-319-0208,경기도 시흥시 정왕동 1864번지 주공1차아파트 105동 104호,"경기도 시흥시 정왕대로53번길 7 105동 104호(정왕동, 주공1차아파트)",15029,37.3562667441,126.7223008122
시흥시,어린이집,가정,무진꾸러기어린이집,031-433-9100,경기도 시흥시 정왕동 1629번지 무진아파트 103동 102호,"경기도 시흥시 중심상가로 348 103동 102호(정왕동, 무진아파트)",15062,37.3355166891,126.7501377704
시흥시,어린이집,가정,호반뜰어린이집,031-431-3125,경기도 시흥시 정왕동 2501번지 호반베르디움더프라임2차 912동 103호,경기도 시흥시 서울대학로 328 호반베르디움더프라임 2차 912동 103호,15010,37.3734921091,126.7292270490
시흥시,어린이집,가정,호반아이조아어린이집,031-311-5312,경기도 시흥시 장현동 369번지 호반써밋아파트 1203동 103호,"경기도 시흥시 장현순환로 58 1203동 103호(장현동, 호반써밋아파트)",14996,37.3752513703,126.7959819862
시흥시,어린이집,가정,호수아이어린이집,031-411-8753,경기도 시흥시 산현동 514번지 호수품애아파트 306동 102호,"경기도 시흥시 목감남서로 92-12 306동 102호 (목감동, 호수품애아파트)",14989,37.3744936456,126.8428721178
시흥시,어린이집,가정,자연어린이집,031-433-6903,경기도 시흥시 정왕동 1875-1번지 영남1차아파트 107동 103호,"경기도 시흥시 정왕신길로49번길 8 107동 103호(정왕동, 영남1차아파트)",15028,37.3584424023,126.7283195453
시흥시,어린이집,가정,작은소나무어린이집,031-313-3530,경기도 시흥시 신천동 871-4번지 우남한신아파트 101동 103호,"경기도 시흥시 시흥대로1073번길 39 101동 103호(신천동, 우남한신아파트)",14951,37.4319459667,126.7882626172
시흥시,어린이집,민간,장현어린이집,031-404-2023,경기도 시흥시 장현동 538-3번지 새재타운 107호,경기도 시흥시 시청로 74 새재타운 107호,14998,37.3809067342,126.7996565841
시흥시,어린이집,가정,재능스쿨어린이집,031-431-9082,경기도 시흥시 정왕동 1850번지 요진 115동 104호,"경기도 시흥시 중심상가로 77 115동 104호(정왕동, 요진)",15039,37.3521404427,126.7267242852
시흥시,어린이집,가정,정왕새싹어린이집,031-504-8974,경기도 시흥시 정왕동 1942-1번지 계룡2차아파트 202동 101호,"경기도 시흥시 정왕대로28번길 8 202동 101호(정왕동, 계룡2차아파트)",15041,37.3570923968,126.7190176929
시흥시,어린이집,가정,조이조이어린이집,031-520-7883,경기도 시흥시 정왕동 1874-2번지 화성아파트 109동 101호,"경기도 시흥시 역전로 375-8 109동 101호(정왕동, 화성아파트)",15023,37.3588914339,126.7336108963
시흥시,어린이집,가정,주공동화나라어린이집,031-498-5767,경기도 시흥시 정왕동 1862번지 동남 111동 103호,"경기도 시흥시 정왕대로28번길 29 111동 103호(정왕동, 동남)",15041,37.3532943289,126.7198812984
시흥시,어린이집,가정,주닮어린이집,031-431-1909,경기도 시흥시 정왕동 1862번지 동남 110동 104호,"경기도 시흥시 정왕대로28번길 29 110동 104호(정왕동, 동남)",15041,37.3532441955,126.7204802481
시흥시,어린이집,가정,중흥사랑어린이집,031-319-3345,경기도 시흥시 정왕동 2381번지 s클래스 117동 101호,경기도 시흥시 해송십리로 472-11 배곧중흥s클래스 117-101,15010,37.3848290984,126.7330532772
시흥시,어린이집,가정,중흥푸른숲어린이집,031-365-4155,경기도 시흥시 산현동 496번지 중흥s클래스 102동 103호,경기도 시흥시 목감남서로 92-15 중흥s클래스 102동 103호,14989,37.3735122350,126.8414463076
시흥시,어린이집,민간,지혜와꿈의세상어린이집,031-433-1713,경기도 시흥시 정왕동 1880-3번지,경기도 시흥시 함송로13번길 10,15020,37.3644170255,126.7308670060
시흥시,어린이집,가정,진주이레어린이집,031-314-0279,경기도 시흥시 정왕동 2381번지 s클래스 112동 101호,경기도 시흥시 해송십리로 472-11 배곧중흥s클래스 112-101,15010,37.3844558877,126.7311028991
시흥시,어린이집,가정,참다솜어린이집,031-431-5980,경기도 시흥시 정왕동 1940-1번지 신동아아파트 209동 105호,"경기도 시흥시 정왕대로27번길 29 209동 105호(정왕동, 신동아아파트)",15029,37.3589830867,126.7227922157
시흥시,어린이집,가정,참빛가득한어린이집,031-403-4228,경기도 시흥시 논곡동 280번지 산호아파트 101동 104호,"경기도 시흥시 수인로2431번길 13 101동 104호(논곡동, 산호아파트)",14982,37.3951165267,126.8558989043
시흥시,어린이집,민간,참좋은어린이집,031-405-9109,경기도 시흥시 조남동 174-12번지,경기도 시흥시 동서로1051번길 21-1,14984,37.3822687724,126.8569576415
시흥시,어린이집,민간,천사몬테소리어린이집,031-431-1777,경기도 시흥시 정왕동 2303-5번지,경기도 시흥시 역전로302번길 8-1,15024,37.3523886572,126.7399886978
시흥시,어린이집,민간,청솔어린이집,031-433-8267,경기도 시흥시 정왕동 1847번지 청솔아파트 청솔어린이집,"경기도 시흥시 중심상가로 128 (정왕동,청솔아파트) 청솔어린이집",15037,37.3466015386,126.7301794316
시흥시,어린이집,민간,환희어린이집,031-315-6722,경기도 시흥시 포동 3-35번지,경기도 시흥시 신현로12번길 27 (포동),14957,37.4084092691,126.7849147169
시흥시,어린이집,민간,흰백합몬테소리어린이집,031-315-4488,경기도 시흥시 대야동 484-16번지,경기도 시흥시 문화마을로16번길 46-1,14904,37.4451203425,126.7847011160
시흥시,어린이집,가정,예꿈어린이집,031-503-8852,경기도 시흥시 월곶동 1010-1번지 월곶동풍림2차아파트 204동 104호,"경기도 시흥시 월곶중앙로14번길 87 204동 104호(월곶동, 월곶동풍림2차아파트)",14965,37.3932670529,126.7388192408
시흥시,어린이집,가정,예쁜나라어린이집,031-493-2559,경기도 시흥시 죽율동 317-7번지 시흥6차푸르지오1단지 113동 103호,"경기도 시흥시 죽율로 45-10 113동 103호(정왕동, 시흥6차푸르지오1단지)",15050,37.3499783293,126.7621878923
시흥시,어린이집,가정,초록별어린이집,031-311-7953,경기도 시흥시 대야동 547번지 청구2차아파트 205동 103호,"경기도 시흥시 비둘기공원7길 47 205동 103호(대야동, 청구2차아파트)",14912,37.4419222514,126.7924751495
시흥시,어린이집,민간,계룡해솔어린이집,031-432-1980,경기도 시흥시 정왕동 1942-1번지 계룡2차아파트 관리동1층 어린이집,경기도 시흥시 정왕대로28번길 8 계룡2차아파트 관리동1층 어린이집,15041,37.3559452047,126.7186456668
시흥시,어린이집,민간,고은별Art어린이집,031-317-4645,경기도 시흥시 하상동 378-4번지,경기도 시흥시 상직길 47 (하상동),14977,37.3905062816,126.8150438956
시흥시,어린이집,민간,고은어린이집,031-432-7758,경기도 시흥시 정왕동 1191-2번지,경기도 시흥시 군서로18번길 19 (정왕동),15052,37.3459404528,126.7507566847
시흥시,어린이집,가정,골드어린이집,031-432-2100,경기도 시흥시 정왕동 2456번지 배곧골드클래스 103동 102호,경기도 시흥시 배곧4로 81-13 103동 102호(배곧골드클래스),15010,37.3758316600,126.7313829547
시흥시,어린이집,민간,공단선교어린이집,031-497-2221,경기도 시흥시 정왕동 1212-6번지,경기도 시흥시 군서로 37 (정왕동),15052,37.3454894111,126.7478596349
시흥시,어린이집,가정,구름빵어린이집,031-312-5280,경기도 시흥시 은행동 549-1번지 대우그린3차아파트 310동 104호,"경기도 시흥시 은행로 107 310동 104호(은행동, 대우그린3차아파트)",14918,37.4417916337,126.7977781865
시흥시,어린이집,민간,그린아이어린이집,031-520-5004,경기도 시흥시 월곶동 994번지 월곶풍림아이원4차아파트 405동,"경기도 시흥시 월곶중앙로14번길 9 405동(월곶동, 월곶풍림아이원4차아파트)",14967,37.3886753246,126.7438474141
시흥시,어린이집,민간,그림동화in호반어린이집,031-507-7114,경기도 시흥시 조남동 660번지 목감호반베르디움더레이크아파트 1층,경기도 시흥시 목감남서로 38 1층 관리동(목감호반베르디움더레이크아파트),14989,37.3767219475,126.8481047355
시흥시,어린이집,민간,금강어린이집,031-431-2177,경기도 시흥시 정왕동 1789번지 금강 관리동내,경기도 시흥시 정왕대로266번길 4 금강 관리동내,15065,37.3431587747,126.7414139095
시흥시,어린이집,가정,금빛몬테소리어린이집,031-498-2966,경기도 시흥시 정왕동 1786번지 두산 120동 106호,"경기도 시흥시 중심상가로 286 120동 106호(정왕동, 두산)",15063,37.3379924890,126.7440058713
시흥시,어린이집,가정,꼬마별어린이집,031-504-5200,경기도 시흥시 정왕동 2485번지 호반베르디움센트럴파크 805동 102호,경기도 시흥시 배곧3로 27-8 805동 102호(호반베르디움센트럴파크),15010,37.3741781577,126.7280002455
시흥시,어린이집,가정,꼬마양어린이집,031-405-7591,경기도 시흥시 산현동 502번지 목감레이크푸르지오 203동 101호,경기도 시흥시 목감남서로 92-30 203동 101호(목감레이크푸르지오),14989,37.3761508934,126.8426430610
시흥시,어린이집,가정,꼬마천사어린이집,031-507-3059,경기도 시흥시 정왕동 1869번지 주공3차아파트 308동 101호,"경기도 시흥시 옥구천동로374번길 7 308동 101호(정왕동, 주공3차아파트)",15031,37.3543812642,126.7289369802
시흥시,어린이집,가정,꽃누리어린이집,031-433-5954,경기도 시흥시 정왕동 2503번지 호반베르디움센트로하임아파트 1114동 102호,"경기도 시흥시 배곧4로 106-25 1114동 102호 (정왕동, 호반베르디움센트로하임아파트)",15010,37.3708628103,126.7351944885
시흥시,어린이집,가정,꾸러기어린이집,031-318-3430,경기도 시흥시 월곶동 1010-4번지 진주마을월곶풍림아이원1차아파트 113동 106호,"경기도 시흥시 월곶해안로 87 113동 106호(월곶동, 진주마을월곶풍림아이원1차아파트)",14964,37.3906508240,126.7356713032
시흥시,어린이집,가정,예쁜성원어린이집,031-314-0566,경기도 시흥시 은행동 538-2번지 시흥성원아파트 101동 101호,"경기도 시흥시 은행로149번길 3 101동 101호(은행동, 시흥성원아파트)",14917,37.4425740726,126.7990030769
시흥시,어린이집,가정,예삐어린이집,031-494-0402,경기도 시흥시 거모동 1715-2번지 유호아파트 102동 104호,"경기도 시흥시 황고개로206번길 43 102동 104호(거모동, 유호아파트)",15068,37.3486990656,126.7857975644
시흥시,어린이집,가정,예은건영어린이집,031-434-3369,경기도 시흥시 정왕동 1788-1번지 시화평안마을건영5차아파트 511동 104호,"경기도 시흥시 중심상가로 247 511동 104호(정왕동, 시화평안마을건영5차아파트)",15064,37.3415317419,126.7421076406
시흥시,어린이집,가정,예하어린이집,031-432-9469,경기도 시흥시 정왕동 1789번지 금강 116동 103호,"경기도 시흥시 정왕대로266번길 4 116동 103호(정왕동, 금강)",15065,37.3431587747,126.7414139095
시흥시,어린이집,민간,오이도초록별어린이집,031-319-9898,경기도 시흥시 정왕동 2032-10번지 1층,경기도 시흥시 오이도로135번길 69 1층,15015,37.3421411806,126.6872685086
시흥시,어린이집,민간,온누리어린이집,031-315-1965,경기도 시흥시 은행동 289-1번지,경기도 시흥시 시흥대로1074번길 26 (은행동),14921,37.4310887333,126.7956289092
시흥시,어린이집,가정,옹기종기어린이집,031-318-4890,경기도 시흥시 하중동 855번지 참이슬마을아파트 210동 103호,"경기도 시흥시 하중로209번길 9 210동 103호(하중동, 참이슬마을아파트)",14976,37.3942717232,126.8053842807
시흥시,어린이집,가정,꿈나무어린이집,031-499-3935,경기도 시흥시 정왕동 1863번지 대림아파트 6304동 101호,경기도 시흥시 정왕대로28번길 5 대림아파트 6304-101,15041,37.3556164140,126.7207267116
시흥시,어린이집,가정,꿈다리어린이집,031-311-6897,경기도 시흥시 은행동 620번지 시흥은계브리즈힐 1001동 104호,경기도 시흥시 은계중앙로 118 1001동 104호,14923,37.4392859850,126.8038945217
시흥시,어린이집,가정,꿈바다어린이집,031-432-6954,경기도 시흥시 정왕동 2040-2번지 마이홈빌라 101호,경기도 시흥시 오이도1길 36 101호,15015,37.3412308047,126.6898974432
시흥시,어린이집,가정,꿈사랑어린이집,031-315-9924,경기도 시흥시 포동 13-3번지 태산아파트 101동 114호,"경기도 시흥시 신현로38번길 23 101동 114호(포동, 태산아파트)",14957,37.4071280218,126.7832094052
시흥시,어린이집,가정,초롱어린이집,031-311-0507,경기도 시흥시 대야동 418-21번지 센트럴푸르지오아파트 110동 102호,"경기도 시흥시 수인로3312번길 16 110동 102호(대야동, 센트럴푸르지오아파트)",14911,37.4404259507,126.7909631597
시흥시,어린이집,민간,칼비테어린이집,031-491-2820,경기도 시흥시 거모동 1744-17번지,경기도 시흥시 도일로135번길 24,15070,37.3439704164,126.7834037555
시흥시,어린이집,가정,크니크니 어린이집,031-504-3344,경기도 시흥시 정왕동 1873-3번지 월드 114동 101호,"경기도 시흥시 옥구천동로 402 114동 101호(정왕동, 월드)",15027,37.3567512193,126.7302225709
시흥시,어린이집,민간,큰별어린이집,031-317-4044,경기도 시흥시 장곡동 794-5번지,경기도 시흥시 장곡로54번길 43-3,15002,37.3822613401,126.7820455256
시흥시,어린이집,가정,키즈맘어린이집,031-432-3313,경기도 시흥시 정왕동 2502번지 배곧한신더휴 1003동 103호,경기도 시흥시 배곧4로 106-26 배곧한신더휴 1003-103,15010,37.3710740725,126.7302456467
시흥시,어린이집,민간,꿈나래어린이집,031-410-9644,경기도 시흥시 목감동 406번지 호반베르디움더프라임아파트 1504동,경기도 시흥시 배미골길 23 1504동 관리동(호반베르디움더프라임아파트),14985,37.3841205177,126.8626801287
시흥시,어린이집,가정,키즈아트어린이집,031-497-5172,경기도 시흥시 정왕동 1886-3번지 서해1차아파트 115동 101호,"경기도 시흥시 정왕신길로49번길 37 115동 101호(정왕동, 서해1차아파트)",15021,37.3610582525,126.7286089452
시흥시,어린이집,민간,태평몬테소리어린이집,031-317-6164,경기도 시흥시 하상동 382번지 태평아파트 관리동3층,경기도 시흥시 상직길 4 태평아파트 관리동3층,14977,37.3900110736,126.8120321762
시흥시,어린이집,가정,파란꿈어린이집,031-520-8505,경기도 시흥시 정왕동 2381번지 s클래스 103동 102호,경기도 시흥시 해송십리로 472-11 배곧중흥s클래스 103-102,15010,37.3841570751,126.7336700950
시흥시,어린이집,민간,파랑새몬테소리어린이집,031-314-4224,경기도 시흥시 대야동 493-2번지,경기도 시흥시 호현로34번안길 16 (대야동),14909,37.4439691377,126.7866112847
시흥시,어린이집,민간,포레하임어린이집,031-405-7279,경기도 시흥시 조남동 680번지 포레하임아파트 관리동,경기도 시흥시 목감중앙로 62 포레하임아파트 관리동 (목감동),14988,37.3710591969,126.8526374199
시흥시,어린이집,민간,푸르지오은행어린이집,031-503-5611,경기도 시흥시 은행동 599-1번지 시흥은행대우푸르지오아파트 관리동2층,경기도 시흥시 은행로 93-1 관리동2층,14919,37.4393636864,126.7957096115
시흥시,어린이집,민간,푸른어린이집,031-318-0400,경기도 시흥시 신천동 842-14번지,경기도 시흥시 신천로79번길 24-1,14949,37.4374867421,126.7833607992
시흥시,어린이집,가정,왕자와공주어린이집,031-499-9711,경기도 시흥시 정왕동 1785-1번지 건영1차아파트 117동 104호,"경기도 시흥시 중심상가로 285 117동 104호(정왕동, 건영1차아파트)",15063,37.3397339618,126.7457043648
시흥시,어린이집,가정,우리또래어린이집,031-434-6761,경기도 시흥시 정왕동 1876-3번지 부성파스텔아파트 108동 101호,"경기도 시흥시 옥구천동로 449 108동 101호(정왕동, 부성파스텔아파트)",15022,37.3604294490,126.7330983975
시흥시,어린이집,가정,우리아이어린이집,031-498-7241,경기도 시흥시 정왕동 1868번지 주공2차아파트 209동 104호,"경기도 시흥시 정왕대로117번길 9 209동 104호(정왕동, 주공2차아파트)",15031,37.3535259333,126.7277036978
시흥시,어린이집,가정,유천꾸러기어린이집,031-433-4365,경기도 시흥시 정왕동 1628번지 유천 913동 104호,"경기도 시흥시 중심상가로 345 913동 104호(정왕동, 유천)",15062,37.3359141975,126.7502805701
시흥시,어린이집,민간,은가비어린이집,031-312-5434,경기도 시흥시 하중동 826-1번지 동아아파트 관리동,경기도 시흥시 하중로133번길 19 동아아파트 관리동,14975,37.3993957414,126.8015182224
시흥시,어린이집,민간,은선예능어린이집,031-433-1471,경기도 시흥시 정왕동 1844번지 주공아파트5단지 관리동,경기도 시흥시 옥구천동로374번길 68 주공아파트 5단지 관리동,15033,37.3508359339,126.7340315190
시흥시,어린이집,가정,은하어린이집,031-317-7018,경기도 시흥시 장현동 540번지 새재마을청구5단지아파트 503동 101호,"경기도 시흥시 시청로 59 503동 101호(장현동, 새재마을청구5단지아파트)",14998,37.3791970392,126.8001468772
시흥시,어린이집,민간,이튼어린이집,031-493-6631,경기도 시흥시 거모동 1747-10번지,경기도 시흥시 도일로123번길 23-1,15070,37.3432416950,126.7821462348
시흥시,어린이집,민간,ABC어린이집,031-499-8846,경기도 시흥시 정왕동 1213-11번지,경기도 시흥시 군서마을로 22 (정왕동),15052,37.3444523506,126.7492021816
시흥시,어린이집,가정,가온누리어린이집,031-433-2933,경기도 시흥시 정왕동 1772-21번지 대방노블랜드엘리트시티 601동 102호,"경기도 시흥시 배곧4로 81-39 601동 102호 (배곧동, 대방노블랜드 엘리트시티)",15010,37.3747438993,126.7360021615
시흥시,어린이집,가정,가온어린이집,031-432-3329,경기도 시흥시 정왕동 2503번지 호반베르디움 1108동 101호,경기도 시흥시 배곧4로 106-25 호반베르디움 1108동 101호,15010,37.3702010738,126.7332248092
시흥시,어린이집,가정,개구쟁이어린이집,031-504-8606,경기도 시흥시 하상동 368번지 연꽃마을대우삼호3단지아파트 317동 101호,"경기도 시흥시 관곡지로 222 317동 101호(하상동, 연꽃마을대우삼호3단지아파트)",14977,37.3963687812,126.8125615462
시흥시,어린이집,민간,건영어린이집,031-497-0963,경기도 시흥시 정왕동 1785-1번지 건영1차아파트 관리동 1층,경기도 시흥시 중심상가로 285 건영1차 아파트 관리동 1층,15063,37.3399520760,126.7459844127
시흥시,어린이집,민간,계룡삐아제어린이집,031-433-3737,경기도 시흥시 정왕동 1846번지 계룡아파트 관리동 1층,경기도 시흥시 중심상가로 125 계룡아파트 관리동 1층,15037,37.3488698438,126.7310820923
시흥시,어린이집,가정,푸른호반어린이집,031-499-6309,경기도 시흥시 정왕동 2503번지 호반베르디움 1105동 102호,경기도 시흥시 배곧4로 106-25 호반베르디움 1105동 102호,15010,37.3694877839,126.7344291898
시흥시,어린이집,가정,풍경채어린이집,031-313-3533,경기도 시흥시 은행동 625번지 제일풍경채아파트 1201동 101호,"경기도 시흥시 은계중앙로 151 1201동 101호(은행동, 제일풍경채아파트)",14923,37.4400965300,126.8053113480
시흥시,어린이집,민간,풍림예일어린이집,031-318-0987,경기도 시흥시 월곶동 1010-4번지 풍림1차아파트내 복지관,경기도 시흥시 월곶중앙로70번길 3 풍림1차아파트내 복지관,14964,37.3896123363,126.7381671017
시흥시,어린이집,가정,풍림프뢰벨어린이집,031-317-1616,경기도 시흥시 월곶동 1010-1번지 월곶동풍림2차아파트 201동 101호,"경기도 시흥시 월곶중앙로14번길 87 201동 101호(월곶동, 월곶동풍림2차아파트)",14965,37.3932090494,126.7396106281
시흥시,어린이집,민간,피카소어린이집,031-503-0022,경기도 시흥시 정왕동 1193-18번지,경기도 시흥시 군서로14번길 20-1,15052,37.3456296386,126.7514936250
시흥시,어린이집,가정,하나둘셋어린이집,031-433-9993,경기도 시흥시 정왕동 2381번지 s클래스 119동 101호,경기도 시흥시 해송십리로 472-11 배곧중흥s클래스 119-101,15010,37.3842017753,126.7322237779
시흥시,어린이집,가정,하늘땅어린이집,031-503-6967,경기도 시흥시 정왕동 1886-4번지 서해2차아파트 210동 102호,"경기도 시흥시 정왕신길로49번길 19 210동 102호(정왕동, 서해2차아파트)",15021,37.3596616918,126.7273133546
시흥시,어린이집,민간,꿈이있는어린이집,031-497-9926,경기도 시흥시 정왕동 1942-2번지 동보아파트 관리동,"경기도 시흥시 정왕대로28번길 28 관리동(정왕동, 동보아파트)",15041,37.3555136797,126.7174532426
시흥시,어린이집,민간,꿈쟁이어린이집,031-498-7995,경기도 시흥시 정왕동 1875-5번지 건영아파트 1층 관리동,경기도 시흥시 옥구천동로 399 관리동1층,15028,37.3584244389,126.7310975441
시흥시,어린이집,가정,꿈트리어린이집,031-504-1515,경기도 시흥시 정왕동 2381번지 s클래스 105동 103호,경기도 시흥시 해송십리로 472-11 배곧중흥s클래스 105-103,15010,37.3837366164,126.7327707158
시흥시,어린이집,민간,나무어린이집,031-480-6068,경기도 시흥시 논곡동 227-2번지,경기도 시흥시 수인로2421번길 26 (논곡동),14982,37.3926887592,126.8553322265
시흥시,어린이집,민간,네이처하임어린이집,031-414-1927,경기도 시흥시 조남동 720번지 네이처하임아파트 관리동 1층,"경기도 시흥시 수풀안길 19-27 관리동 1층(조남동, 네이처하임아파트)",14986,37.3807910751,126.8637248897
시흥시,어린이집,가정,노을이쁜어린이집,031-411-1111,경기도 시흥시 산현동 520번지 호반베르디움더숲 609동 104호,경기도 시흥시 목감둘레로 80 호반베르디움더숲 609동 104호,14989,37.3700874299,126.8480266237
시흥시,어린이집,민간,늘푸른어린이집,031-311-5025,경기도 시흥시 대야동 563번지 서해아파트 관리동 1층,경기도 시흥시 비둘기공원7길 27 서해아파트 관리동 1층,14913,37.4435571338,126.7930476021
시흥시,어린이집,민간,능곡숲어린이집,031-318-2042,경기도 시흥시 화정동 652번지,경기도 시흥시 능곡로76번길 1 (화정동),14992,37.3613717969,126.8162121839
시흥시,어린이집,민간,능곡푸른별어린이집,031-319-6993,경기도 시흥시 화정동 651-6번지,경기도 시흥시 능곡로 78,14992,37.3614968723,126.8160190774
시흥시,어린이집,민간,다솜어린이집,031-499-8756,경기도 시흥시 정왕동 1869번지 주공3단지아파트 관리동내,경기도 시흥시 정왕대로117번길 31 관리동내,15031,37.3551659473,126.7303968408
시흥시,어린이집,민간,자연앤꿈나무어린이집,031-312-4863,경기도 시흥시 능곡동 554번지 자연앤아파트 관리동 1층,경기도 시흥시 승지로 78 자연앤아파트 관리동 1층 (능곡동),14994,37.3702869100,126.8116476497
시흥시,어린이집,가정,다우리키즈어린이집,031-312-4757,경기도 시흥시 대야동 569-1번지 우성아파트 203동 105호,"경기도 시흥시 은행로 210 203동 105호(대야동, 우성아파트)",14907,37.4474494658,126.7942997848
시흥시,어린이집,민간,다정한어린이집,031-315-3515,경기도 시흥시 도창동 65번지 에이스아파트 관리동1층,경기도 시흥시 매화로 145 에이스아파트 관리동1층,14942,37.4101476969,126.8167182564
시흥시,어린이집,민간,대림새싹어린이집,031-433-6449,경기도 시흥시 정왕동 1863번지 대림아파트 1층 관리동,경기도 시흥시 정왕대로28번길 5 관리동 1층,15041,37.3544871040,126.7203318988
시흥시,어린이집,가정,대명해와솔어린이집,031-403-5886,경기도 시흥시 목감동 242-9번지 대명아파트 101동 110호,"경기도 시흥시 동서로 1076 101동 110호(목감동, 대명아파트)",14984,37.3846855377,126.8604839315
시흥시,어린이집,가정,대우어린이집,031-318-0817,경기도 시흥시 장곡동 828번지 진말대우1차아파트 116동 101호,"경기도 시흥시 진말로 36 116동 101호(장곡동, 진말대우1차아파트)",15002,37.3800553980,126.7869122018
시흥시,어린이집,가정,도담어린이집,031-404-1207,경기도 시흥시 도창동 65번지 에이스 107동 101호,"경기도 시흥시 매화로 143 107동 101호(도창동, 에이스)",14942,37.4088930306,126.8179726037
시흥시,어린이집,가정,도레미어린이집,031-500-8898,경기도 시흥시 정왕동 1789번지 금강 112동 101호,"경기도 시흥시 정왕대로266번길 4 112동 101호(정왕동, 금강)",15065,37.3431587747,126.7414139095
시흥시,어린이집,민간,도원어린이집,031-404-9260,경기도 시흥시 신천동 815-15번지,경기도 시흥시 신흥마을4길 7 (신천동),14947,37.4378320197,126.7764169199
시흥시,어린이집,가정,동그라미어린이집,031-507-1873,경기도 시흥시 장곡동 828번지 진말우성1차아파트 111동 105호,경기도 시흥시 진말로 36 111동 105호(장곡동 진말우성1차아파트),15002,37.3811868982,126.7862124692
시흥시,어린이집,민간,하늘어린이집,031-318-5115,경기도 시흥시 신천동 842-15번지,경기도 시흥시 신천로79번길 24 (신천동),14949,37.4374874959,126.7834851342
시흥시,어린이집,민간,하늘채어린이집,031-319-9114,경기도 시흥시 정왕동 1184번지,경기도 시흥시 군서로54번길 18 (정왕동),15052,37.3476607121,126.7477024912
시흥시,어린이집,가정,하솜어린이집,031-404-9210,경기도 시흥시 장곡동 805번지 매꼴마을삼성2단지아파트 241동 102호,"경기도 시흥시 인선길 77 241동 102호(장곡동, 매꼴마을삼성2단지아파트)",15002,37.3775966880,126.7798084366
시흥시,어린이집,민간,한결사랑어린이집,031-317-3393,경기도 시흥시 장현동 536-5번지,경기도 시흥시 시청로72번길 11-1,14998,37.3813616716,126.8003752599
시흥시,어린이집,가정,한라꿈나무어린이집,031-433-1667,경기도 시흥시 정왕동 2564번지 배곧한라비발디캠퍼스2차 204동 104호,경기도 시흥시 배곧1로 27-16 204동 104호(배곧한라비발디캠퍼스2차),15011,37.3613735801,126.7135304084
시흥시,어린이집,가정,한라어린이집,031-318-5900,경기도 시흥시 정왕동 2566번지 한라1차아파트 104동 104호,경기도 시흥시 배곧1로 27-15 한라1차아파트 104동 104호,15011,37.3629698584,126.7123054404
시흥시,어린이집,가정,한라이레어린이집,031-506-8257,경기도 시흥시 정왕동 2564번지 배곧한라비발디2차 206동 101호,경기도 시흥시 배곧1로 27-16 206동 101호(배곧한라비발디2차),15011,37.3632228887,126.7151146624
시흥시,어린이집,민간,한솔어린이집,031-431-1004,경기도 시흥시 정왕동 1173-9번지,경기도 시흥시 정왕천로431번길 4-1,15052,37.3460731142,126.7532053173
시흥시,유치원,공립,계수초등학교병설유치원,070-709-7195,경기도 시흥시 계수동 145-1번지 계수초등학교,경기도 시흥시 계수로 203,14925,37.4529640938,126.8205740602
시흥시,유치원,공립,군자초등학교병설유치원,031-487-6480,경기도 시흥시 거모동 1582-1번지 군자초등학교,경기도 시흥시 군자로 539,15068,37.3438592925,126.7873545834
시흥시,유치원,공립,금모래초등학교병설유치원,070-7097-0609,경기도 시흥시 은행동 551-2번지 금모래초등학교,경기도 시흥시 대은로 16-29,14919,37.4416600089,126.7953572923
시흥시,유치원,공립,냉정초등학교병설유치원,070-7097-2105,경기도 시흥시 정왕동 1872-3번지 냉정초등학교,경기도 시흥시 역전로 369,15026,37.3576094292,126.7347838235
시흥시,유치원,공립,대야초등학교병설유치원,031-363-3005,경기도 시흥시 대야동 456-2번지,경기도 시흥시 대골안길 31,14905,37.4465420947,126.7895465341
시흥시,유치원,공립,도창초등학교병설유치원,070-7097-2324,경기도 시흥시 도창동 118번지 도창초등학교,경기도 시흥시 수인로2793번길 6,14939,37.4067205403,126.8237922236
시흥시,유치원,공립,목감초등학교병설유치원,070-7097-1566,경기도 시흥시 논곡동 160-37번지 목감초등학교,경기도 시흥시 목감초등길 49,14984,37.3868562637,126.8589343148
시흥시,유치원,공립,배곧라온초등학교병설유치원,031-8032-6590,경기도 시흥시 정왕동 2494번지 배곧라온초등학교,경기도 시흥시 배곧4로 94-39,15010,37.3723592745,126.7349119753
시흥시,유치원,공립,배곧초등학교병설유치원,031-8099-9793,경기도 시흥시 시흥대로 398(광석동) ,,,,
시흥시,유치원,공립,배곧한울초등학교병설유치원,031-412-4390,경기도 시흥시 정왕동 2572번지,경기도 시흥시 배곧1로 28-25,15012,37.3601340626,126.7126395742
시흥시,유치원,공립,산현초등학교병설유치원,031-8040-6591,경기도 시흥시 산현동 515번지,경기도 시흥시 목감남서로 68,14989,37.3746927724,126.8449354415
시흥시,유치원,공립,생금초등학교병설유치원,070-7016-3004,경기도 시흥시 죽율동 767번지 생금초등학교 병설유치원,경기도 시흥시 죽율로 45-42,15050,37.3499185742,126.7572820402
시흥시,유치원,공립,서해초등학교병설유치원,031-434-7767,경기도 시흥시 정왕동 1867-2번지 서해초등학교,경기도 시흥시 정왕대로53번길 14,15030,37.3558565187,126.7248348299
